Ortschaftsname;PLZ;Gemeindename;BFS-Nr;Kantonskürzel;Gültig ab
Ursenbach;4937;Ursenbach;344;BE;01.01.2025
Walterswil BE;4942;Ursenbach;344;BE;01.01.2025
Oeschenbach;4943;Ursenbach;344;BE;01.01.2025
Wynau;4923;Wynau;345;BE;01.01.2025
Bern;3004;Bern;351;BE;01.01.2025
Bern;3005;Bern;351;BE;01.01.2025
Bern;3006;Bern;351;BE;01.01.2025
Bern;3007;Bern;351;BE;01.01.2025
Bern;3008;Bern;351;BE;01.01.2025
Bern;3010;Bern;351;BE;01.01.2025
Bern;3011;Bern;351;BE;01.01.2025
Bern;3012;Bern;351;BE;01.01.2025
Bern;3013;Bern;351;BE;01.01.2025
Bern;3014;Bern;351;BE;01.01.2025
Bern;3015;Bern;351;BE;01.01.2025
Bern;3018;Bern;351;BE;01.01.2025
Bern;3019;Bern;351;BE;01.01.2025
Bern;3020;Bern;351;BE;01.01.2025
Bern;3027;Bern;351;BE;01.01.2025
Hinterkappelen;3032;Bern;351;BE;01.01.2025
Herrenschwanden;3037;Bern;351;BE;01.01.2025
Worblaufen;3048;Bern;351;BE;01.01.2025
Ittigen;3063;Bern;351;BE;01.01.2025
Ostermundigen;3072;Bern;351;BE;01.01.2025
Gümligen;3073;Bern;351;BE;01.01.2025
Wabern;3084;Bern;351;BE;01.01.2025
Liebefeld;3097;Bern;351;BE;01.01.2025
Niederwangen b. Bern;3172;Bern;351;BE;01.01.2025
Bolligen;3065;Bolligen;352;BE;01.01.2025
Stettlen;3066;Bolligen;352;BE;01.01.2025
Krauchthal;3326;Bolligen;352;BE;01.01.2025
Bremgarten b. Bern;3047;Bremgarten bei Bern;353;BE;01.01.2025
Herrenschwanden;3037;Kirchlindach;354;BE;01.01.2025
Kirchlindach;3038;Kirchlindach;354;BE;01.01.2025
Ortschwaben;3042;Kirchlindach;354;BE;01.01.2025
Bern;3007;Köniz;355;BE;01.01.2025
Wabern;3084;Köniz;355;BE;01.01.2025
Spiegel b. Bern;3095;Köniz;355;BE;01.01.2025
Liebefeld;3097;Köniz;355;BE;01.01.2025
Köniz;3098;Köniz;355;BE;01.01.2025
Köniz;3098;Köniz;355;BE;01.01.2025
Schliern b. Köniz;3098;Köniz;355;BE;01.01.2025
Gasel;3144;Köniz;355;BE;01.01.2025
Niederscherli;3145;Köniz;355;BE;01.01.2025
Mittelhäusern;3147;Köniz;355;BE;01.01.2025
Niederwangen b. Bern;3172;Köniz;355;BE;01.01.2025
Oberwangen b. Bern;3173;Köniz;355;BE;01.01.2025
Thörishaus;3174;Köniz;355;BE;01.01.2025
Gümligen;3073;Muri bei Bern;356;BE;01.01.2025
Muri b. Bern;3074;Muri bei Bern;356;BE;01.01.2025
Worb;3076;Muri bei Bern;356;BE;01.01.2025
Zimmerwald;3086;Oberbalm;357;BE;01.01.2025
Oberbalm;3096;Oberbalm;357;BE;01.01.2025
Niederscherli;3145;Oberbalm;357;BE;01.01.2025
Mittelhäusern;3147;Oberbalm;357;BE;01.01.2025
Stettlen;3066;Stettlen;358;BE;01.01.2025
Boll;3067;Stettlen;358;BE;01.01.2025
Worb;3076;Stettlen;358;BE;01.01.2025
Stettlen;3066;Vechigen;359;BE;01.01.2025
Boll;3067;Vechigen;359;BE;01.01.2025
Utzigen;3068;Vechigen;359;BE;01.01.2025
Worb;3076;Vechigen;359;BE;01.01.2025
Bigenthal;3513;Vechigen;359;BE;01.01.2025
Hinterkappelen;3032;Wohlen bei Bern;360;BE;01.01.2025
Wohlen b. Bern;3033;Wohlen bei Bern;360;BE;01.01.2025
Murzelen;3034;Wohlen bei Bern;360;BE;01.01.2025
Frieswil;3035;Wohlen bei Bern;360;BE;01.01.2025
Detligen;3036;Wohlen bei Bern;360;BE;01.01.2025
Herrenschwanden;3037;Wohlen bei Bern;360;BE;01.01.2025
Ortschwaben;3042;Wohlen bei Bern;360;BE;01.01.2025
Uettligen;3043;Wohlen bei Bern;360;BE;01.01.2025
Innerberg;3044;Wohlen bei Bern;360;BE;01.01.2025
Meikirch;3045;Wohlen bei Bern;360;BE;01.01.2025
Säriswil;3049;Wohlen bei Bern;360;BE;01.01.2025
Zollikofen;3052;Zollikofen;361;BE;01.01.2025
Worblaufen;3048;Ittigen;362;BE;01.01.2025
Ittigen;3063;Ittigen;362;BE;01.01.2025
Ittigen;3063;Ostermundigen;363;BE;01.01.2025
Bolligen;3065;Ostermundigen;363;BE;01.01.2025
Stettlen;3066;Ostermundigen;363;BE;01.01.2025
Ostermundigen;3072;Ostermundigen;363;BE;01.01.2025
Gümligen;3073;Ostermundigen;363;BE;01.01.2025
Biel/Bienne;2502;Biel/Bienne;371;BE;01.01.2025
Biel/Bienne;2503;Biel/Bienne;371;BE;01.01.2025
Biel/Bienne;2504;Biel/Bienne;371;BE;01.01.2025
Biel/Bienne;2505;Biel/Bienne;371;BE;01.01.2025
Magglingen/Macolin;2532;Biel/Bienne;371;BE;01.01.2025
Magglingen/Macolin;2532;Evilard;372;BE;01.01.2025
Evilard;2533;Evilard;372;BE;01.01.2025
Arch;3296;Arch;381;BE;01.01.2025
Studen BE;2557;Büetigen;382;BE;01.01.2025
Büetigen;3263;Büetigen;382;BE;01.01.2025
Büren an der Aare;3294;Büren an der Aare;383;BE;01.01.2025
Diessbach b. Büren;3264;Diessbach bei Büren;385;BE;01.01.2025
Dotzigen;3293;Dotzigen;386;BE;01.01.2025
Büren an der Aare;3294;Dotzigen;386;BE;01.01.2025
Lengnau BE;2543;Lengnau (BE);387;BE;01.01.2025
Leuzigen;3297;Leuzigen;388;BE;01.01.2025
Meienried;3294;Meienried;389;BE;01.01.2025
Meinisberg;2554;Meinisberg;390;BE;01.01.2025
Oberwil b. Büren;3298;Oberwil bei Büren;391;BE;01.01.2025
Pieterlen;2542;Pieterlen;392;BE;01.01.2025
Rüti b. Büren;3295;Rüti bei Büren;393;BE;01.01.2025
Wengi b. Büren;3251;Wengi;394;BE;01.01.2025
Grossaffoltern;3257;Wengi;394;BE;01.01.2025
Aefligen;3426;Aefligen;401;BE;01.01.2025
Alchenstorf;3473;Alchenstorf;402;BE;01.01.2025
Bäriswil BE;3323;Bäriswil;403;BE;01.01.2025
Burgdorf;3400;Burgdorf;404;BE;01.01.2025
Kaltacker;3413;Burgdorf;404;BE;01.01.2025
Oberburg;3414;Burgdorf;404;BE;01.01.2025
Wynigen;3472;Burgdorf;404;BE;01.01.2025
Kirchberg BE;3422;Ersigen;405;BE;01.01.2025
Ersigen;3423;Ersigen;405;BE;01.01.2025
Niederösch;3424;Ersigen;405;BE;01.01.2025
Oberösch;3424;Ersigen;405;BE;01.01.2025
Koppigen;3425;Ersigen;405;BE;01.01.2025
Rumendingen;3472;Ersigen;405;BE;01.01.2025
Hasle b. Burgdorf;3415;Hasle bei Burgdorf;406;BE;01.01.2025
Schafhausen im Emmental;3415;Hasle bei Burgdorf;406;BE;01.01.2025
Biembach im Emmental;3419;Hasle bei Burgdorf;406;BE;01.01.2025
Lützelflüh-Goldbach;3432;Hasle bei Burgdorf;406;BE;01.01.2025
Schwanden im Emmental;3433;Hasle bei Burgdorf;406;BE;01.01.2025
Bigenthal;3513;Hasle bei Burgdorf;406;BE;01.01.2025
Heimiswil;3412;Heimiswil;407;BE;01.01.2025
Kaltacker;3413;Heimiswil;407;BE;01.01.2025
Rüegsauschachen;3415;Heimiswil;407;BE;01.01.2025
Affoltern im Emmental;3416;Heimiswil;407;BE;01.01.2025
Rüegsbach;3418;Heimiswil;407;BE;01.01.2025
Wynigen;3472;Heimiswil;407;BE;01.01.2025
Hellsau;3429;Hellsau;408;BE;01.01.2025
Hindelbank;3324;Hindelbank;409;BE;01.01.2025
Mötschwil;3324;Hindelbank;409;BE;01.01.2025
Hettiswil b. Hindelbank;3325;Hindelbank;409;BE;01.01.2025
Lyssach;3421;Hindelbank;409;BE;01.01.2025
Höchstetten;3429;Höchstetten;410;BE;01.01.2025
Kernenried;3309;Kernenried;411;BE;01.01.2025
Burgdorf;3400;Kirchberg (BE);412;BE;01.01.2025
Kirchberg BE;3422;Kirchberg (BE);412;BE;01.01.2025
Koppigen;3425;Koppigen;413;BE;01.01.2025
Hettiswil b. Hindelbank;3325;Krauchthal;414;BE;01.01.2025
Krauchthal;3326;Krauchthal;414;BE;01.01.2025
Hindelbank;3324;Lyssach;415;BE;01.01.2025
Lyssach;3421;Lyssach;415;BE;01.01.2025
Alchenflüh;3422;Lyssach;415;BE;01.01.2025
Oberburg;3414;Oberburg;418;BE;01.01.2025
Lyssach;3421;Oberburg;418;BE;01.01.2025
Rüdtligen;3422;Rüdtligen-Alchenflüh;420;BE;01.01.2025
Alchenflüh;3422;Rüdtligen-Alchenflüh;420;BE;01.01.2025
Rumendingen;3472;Rumendingen;421;BE;01.01.2025
Rüti b. Lyssach;3421;Rüti bei Lyssach;422;BE;01.01.2025
Willadingen;3425;Willadingen;423;BE;01.01.2025
Schmidigen-Mühleweg;3464;Wynigen;424;BE;01.01.2025
Wynigen;3472;Wynigen;424;BE;01.01.2025
Rüedisbach;3474;Wynigen;424;BE;01.01.2025
Les Prés-d'Orvin;2534;Corgémont;431;BE;01.01.2025
Corgémont;2606;Corgémont;431;BE;01.01.2025
Montagne-de-Courtelary;2608;Corgémont;431;BE;01.01.2025
La Tanne;2720;Corgémont;431;BE;01.01.2025
Montagne-de-Courtelary;2608;Cormoret;432;BE;01.01.2025
Mont-Crosin;2610;Cormoret;432;BE;01.01.2025
Cormoret;2612;Cormoret;432;BE;01.01.2025
Villeret;2613;Cormoret;432;BE;01.01.2025
Cortébert;2607;Cortébert;433;BE;01.01.2025
Montagne-de-Courtelary;2608;Cortébert;433;BE;01.01.2025
Mont-Tramelan;2723;Cortébert;433;BE;01.01.2025
Courtelary;2608;Courtelary;434;BE;01.01.2025
Montagne-de-Courtelary;2608;Courtelary;434;BE;01.01.2025
Mont-Crosin;2610;Courtelary;434;BE;01.01.2025
Mont-Tramelan;2723;Courtelary;434;BE;01.01.2025
La Ferrière;2333;La Ferrière;435;BE;01.01.2025
La Cibourg;2333;La Ferrière;435;BE;01.01.2025
Mont-Soleil;2610;La Ferrière;435;BE;01.01.2025
Tramelan;2720;Mont-Tramelan;437;BE;01.01.2025
Mont-Tramelan;2723;Mont-Tramelan;437;BE;01.01.2025
Orvin;2534;Orvin;438;BE;01.01.2025
Les Prés-d'Orvin;2534;Orvin;438;BE;01.01.2025
Frinvillier;2535;Orvin;438;BE;01.01.2025
Renan BE;2616;Renan (BE);441;BE;01.01.2025
La Cibourg;2616;Renan (BE);441;BE;01.01.2025
Plagne;2536;Romont (BE);442;BE;01.01.2025
Romont BE;2538;Romont (BE);442;BE;01.01.2025
Péry;2603;Romont (BE);442;BE;01.01.2025
Le Cerneux-Veusil;2345;Saint-Imier;443;BE;01.01.2025
St-Imier;2610;Saint-Imier;443;BE;01.01.2025
Mont-Soleil;2610;Saint-Imier;443;BE;01.01.2025
Les Pontins;2610;Saint-Imier;443;BE;01.01.2025
Sonceboz-Sombeval;2605;Sonceboz-Sombeval;444;BE;01.01.2025
Corgémont;2606;Sonceboz-Sombeval;444;BE;01.01.2025
La Tanne;2720;Sonceboz-Sombeval;444;BE;01.01.2025
La Ferrière;2333;Sonvilier;445;BE;01.01.2025
Le Cerneux-Veusil;2345;Sonvilier;445;BE;01.01.2025
Mont-Soleil;2610;Sonvilier;445;BE;01.01.2025
Sonvilier;2615;Sonvilier;445;BE;01.01.2025
Montagne-de-Sonvilier;2615;Sonvilier;445;BE;01.01.2025
Tramelan;2720;Tramelan;446;BE;01.01.2025
La Tanne;2720;Tramelan;446;BE;01.01.2025
Les Reussilles;2722;Tramelan;446;BE;01.01.2025
Mont-Tramelan;2723;Tramelan;446;BE;01.01.2025
Les Breuleux;2345;Villeret;448;BE;01.01.2025
Les Pontins;2610;Villeret;448;BE;01.01.2025
Mont-Crosin;2610;Villeret;448;BE;01.01.2025
Villeret;2613;Villeret;448;BE;01.01.2025
Frinvillier;2535;Sauge;449;BE;01.01.2025
Plagne;2536;Sauge;449;BE;01.01.2025
Vauffelin;2537;Sauge;449;BE;01.01.2025
Frinvillier;2535;Péry-La Heutte;450;BE;01.01.2025
Péry;2603;Péry-La Heutte;450;BE;01.01.2025
La Heutte;2604;Péry-La Heutte;450;BE;01.01.2025
Reconvilier;2732;Péry-La Heutte;450;BE;01.01.2025
Malleray;2735;Péry-La Heutte;450;BE;01.01.2025
Brüttelen;3237;Brüttelen;491;BE;01.01.2025
Ins;3232;Erlach;492;BE;01.01.2025
Tschugg;3233;Erlach;492;BE;01.01.2025
Erlach;3235;Erlach;492;BE;01.01.2025
Finsterhennen;2577;Finsterhennen;493;BE;01.01.2025
Le Landeron;2525;Gals;494;BE;01.01.2025
Erlach;3235;Gals;494;BE;01.01.2025
Gals;3238;Gals;494;BE;01.01.2025
Gampelen;3236;Gampelen;495;BE;01.01.2025
Ins;3232;Ins;496;BE;01.01.2025
Gampelen;3236;Ins;496;BE;01.01.2025
Hagneck;2575;Lüscherz;497;BE;01.01.2025
Lüscherz;2576;Lüscherz;497;BE;01.01.2025
Müntschemier;3225;Müntschemier;498;BE;01.01.2025
Siselen BE;2577;Siselen;499;BE;01.01.2025
Treiten;3226;Treiten;500;BE;01.01.2025
Tschugg;3233;Tschugg;501;BE;01.01.2025
Lüscherz;2576;Vinelz;502;BE;01.01.2025
Vinelz;3234;Vinelz;502;BE;01.01.2025
Schalunen;3314;Bätterkinden;533;BE;01.01.2025
Bätterkinden;3315;Bätterkinden;533;BE;01.01.2025
Kräiligen;3315;Bätterkinden;533;BE;01.01.2025
Lohn-Ammannsegg;4573;Bätterkinden;533;BE;01.01.2025
Deisswil b. Münchenbuchsee;3053;Deisswil bei Münchenbuchsee;535;BE;01.01.2025
Etzelkofen;3306;Fraubrunnen;538;BE;01.01.2025
Grafenried;3308;Fraubrunnen;538;BE;01.01.2025
Zauggenried;3309;Fraubrunnen;538;BE;01.01.2025
Fraubrunnen;3312;Fraubrunnen;538;BE;01.01.2025
Büren zum Hof;3313;Fraubrunnen;538;BE;01.01.2025
Schalunen;3314;Fraubrunnen;538;BE;01.01.2025
Limpach;3317;Fraubrunnen;538;BE;01.01.2025
Mülchi;3317;Fraubrunnen;538;BE;01.01.2025
Jegenstorf;3303;Jegenstorf;540;BE;01.01.2025
Münchringen;3303;Jegenstorf;540;BE;01.01.2025
Ballmoos;3303;Jegenstorf;540;BE;01.01.2025
Scheunen;3305;Jegenstorf;540;BE;01.01.2025
Iffwil;3305;Iffwil;541;BE;01.01.2025
Urtenen-Schönbühl;3322;Mattstetten;543;BE;01.01.2025
Mattstetten;3322;Mattstetten;543;BE;01.01.2025
Münchenbuchsee;3053;Moosseedorf;544;BE;01.01.2025
Moosseedorf;3302;Moosseedorf;544;BE;01.01.2025
Urtenen-Schönbühl;3322;Moosseedorf;544;BE;01.01.2025
Zollikofen;3052;Münchenbuchsee;546;BE;01.01.2025
Münchenbuchsee;3053;Münchenbuchsee;546;BE;01.01.2025
Diemerswil;3053;Münchenbuchsee;546;BE;01.01.2025
Urtenen-Schönbühl;3322;Urtenen-Schönbühl;551;BE;01.01.2025
Utzenstorf;3427;Utzenstorf;552;BE;01.01.2025
Wiggiswil;3053;Wiggiswil;553;BE;01.01.2025
Utzenstorf;3427;Wiler bei Utzenstorf;554;BE;01.01.2025
Wiler b. Utzenstorf;3428;Wiler bei Utzenstorf;554;BE;01.01.2025
Zielebach;4564;Zielebach;556;BE;01.01.2025
Zuzwil BE;3303;Zuzwil (BE);557;BE;01.01.2025
Adelboden;3715;Adelboden;561;BE;01.01.2025
Achseten;3725;Adelboden;561;BE;01.01.2025
Hondrich;3702;Aeschi bei Spiez;562;BE;01.01.2025
Aeschi b. Spiez;3703;Aeschi bei Spiez;562;BE;01.01.2025
Aeschiried;3703;Aeschi bei Spiez;562;BE;01.01.2025
Krattigen;3704;Aeschi bei Spiez;562;BE;01.01.2025
Emdthal;3711;Aeschi bei Spiez;562;BE;01.01.2025
Mülenen;3711;Aeschi bei Spiez;562;BE;01.01.2025
Reichenbach im Kandertal;3713;Frutigen;563;BE;01.01.2025
Frutigen;3714;Frutigen;563;BE;01.01.2025
Adelboden;3715;Frutigen;563;BE;01.01.2025
Kandergrund;3716;Frutigen;563;BE;01.01.2025
Ried (Frutigen);3724;Frutigen;563;BE;01.01.2025
Achseten;3725;Frutigen;563;BE;01.01.2025
Kandergrund;3716;Kandergrund;564;BE;01.01.2025
Blausee-Mitholz;3717;Kandergrund;564;BE;01.01.2025
Kandersteg;3718;Kandersteg;565;BE;01.01.2025
Krattigen;3704;Krattigen;566;BE;01.01.2025
Faulensee;3705;Krattigen;566;BE;01.01.2025
Mülenen;3711;Reichenbach im Kandertal;567;BE;01.01.2025
Reichenbach im Kandertal;3713;Reichenbach im Kandertal;567;BE;01.01.2025
Wengi b. Frutigen;3714;Reichenbach im Kandertal;567;BE;01.01.2025
Scharnachtal;3722;Reichenbach im Kandertal;567;BE;01.01.2025
Kiental;3723;Reichenbach im Kandertal;567;BE;01.01.2025
Sundlauenen;3800;Beatenberg;571;BE;01.01.2025
Beatenberg;3803;Beatenberg;571;BE;01.01.2025
Interlaken;3800;Bönigen;572;BE;01.01.2025
Bönigen b. Interlaken;3806;Bönigen;572;BE;01.01.2025
Brienz BE;3855;Brienz (BE);573;BE;01.01.2025
Axalp;3855;Brienz (BE);573;BE;01.01.2025
Brienzwiler;3856;Brienzwiler;574;BE;01.01.2025
Meiringen;3860;Brienzwiler;574;BE;01.01.2025
Leissigen;3706;Därligen;575;BE;01.01.2025
Därligen;3707;Därligen;575;BE;01.01.2025
Lütschental;3816;Grindelwald;576;BE;01.01.2025
Burglauenen;3816;Grindelwald;576;BE;01.01.2025
Grindelwald;3818;Grindelwald;576;BE;01.01.2025
Kleine Scheidegg;3823;Grindelwald;576;BE;01.01.2025
Wilderswil;3812;Gsteigwiler;577;BE;01.01.2025
Gsteigwiler;3814;Gsteigwiler;577;BE;01.01.2025
Wilderswil;3812;Gündlischwand;578;BE;01.01.2025
Zweilütschinen;3815;Gündlischwand;578;BE;01.01.2025
Gündlischwand;3815;Gündlischwand;578;BE;01.01.2025
Habkern;3804;Habkern;579;BE;01.01.2025
Schangnau;6197;Habkern;579;BE;01.01.2025
Hofstetten b. Brienz;3858;Hofstetten bei Brienz;580;BE;01.01.2025
Interlaken;3800;Interlaken;581;BE;01.01.2025
Iseltwald;3807;Iseltwald;582;BE;01.01.2025
Jungfraujoch;3801;Lauterbrunnen;584;BE;01.01.2025
Lauterbrunnen;3822;Lauterbrunnen;584;BE;01.01.2025
Isenfluh;3822;Lauterbrunnen;584;BE;01.01.2025
Wengen;3823;Lauterbrunnen;584;BE;01.01.2025
Kleine Scheidegg;3823;Lauterbrunnen;584;BE;01.01.2025
Eigergletscher;3823;Lauterbrunnen;584;BE;01.01.2025
Stechelberg;3824;Lauterbrunnen;584;BE;01.01.2025
Mürren;3825;Lauterbrunnen;584;BE;01.01.2025
Gimmelwald;3826;Lauterbrunnen;584;BE;01.01.2025
Leissigen;3706;Leissigen;585;BE;01.01.2025
Lütschental;3816;Lütschental;586;BE;01.01.2025
Matten b. Interlaken;3800;Matten bei Interlaken;587;BE;01.01.2025
Wilderswil;3812;Matten bei Interlaken;587;BE;01.01.2025
Niederried b. Interlaken;3853;Niederried bei Interlaken;588;BE;01.01.2025
Oberried am Brienzersee;3854;Oberried am Brienzersee;589;BE;01.01.2025
Brienz BE;3855;Oberried am Brienzersee;589;BE;01.01.2025
Goldswil b. Interlaken;3805;Ringgenberg (BE);590;BE;01.01.2025
Ringgenberg BE;3852;Ringgenberg (BE);590;BE;01.01.2025
Saxeten;3813;Saxeten;591;BE;01.01.2025
Schwanden b. Brienz;3855;Schwanden bei Brienz;592;BE;01.01.2025
Unterseen;3800;Unterseen;593;BE;01.01.2025
Wilderswil;3812;Wilderswil;594;BE;01.01.2025
Biglen;3507;Arni (BE);602;BE;01.01.2025
Arni BE;3508;Arni (BE);602;BE;01.01.2025
Biglen;3507;Biglen;603;BE;01.01.2025
Oberthal;3531;Bowil;605;BE;01.01.2025
Bowil;3533;Bowil;605;BE;01.01.2025
Signau;3534;Bowil;605;BE;01.01.2025
Röthenbach im Emmental;3538;Bowil;605;BE;01.01.2025
Linden;3673;Bowil;605;BE;01.01.2025
Brenzikofen;3671;Brenzikofen;606;BE;01.01.2025
Freimettigen;3510;Freimettigen;607;BE;01.01.2025
Schlosswil;3082;Grosshöchstetten;608;BE;01.01.2025
Grosshöchstetten;3506;Grosshöchstetten;608;BE;01.01.2025
Häutligen;3510;Häutligen;609;BE;01.01.2025
Herbligen;3671;Herbligen;610;BE;01.01.2025
Wichtrach;3114;Kiesen;611;BE;01.01.2025
Kiesen;3629;Kiesen;611;BE;01.01.2025
Gysenstein;3503;Konolfingen;612;BE;01.01.2025
Konolfingen;3510;Konolfingen;612;BE;01.01.2025
Obergoldbach;3434;Landiswil;613;BE;01.01.2025
Landiswil;3434;Landiswil;613;BE;01.01.2025
Arni BE;3508;Landiswil;613;BE;01.01.2025
Röthenbach im Emmental;3538;Linden;614;BE;01.01.2025
Heimenschwand;3615;Linden;614;BE;01.01.2025
Oberdiessbach;3672;Linden;614;BE;01.01.2025
Linden;3673;Linden;614;BE;01.01.2025
Grosshöchstetten;3506;Mirchel;615;BE;01.01.2025
Mirchel;3532;Mirchel;615;BE;01.01.2025
Trimstein;3083;Münsingen;616;BE;01.01.2025
Münsingen;3110;Münsingen;616;BE;01.01.2025
Tägertschi;3111;Münsingen;616;BE;01.01.2025
Niederhünigen;3504;Niederhünigen;617;BE;01.01.2025
Oberdiessbach;3672;Oberdiessbach;619;BE;01.01.2025
Aeschlen b. Oberdiessbach;3672;Oberdiessbach;619;BE;01.01.2025
Bleiken b. Oberdiessbach;3674;Oberdiessbach;619;BE;01.01.2025
Grosshöchstetten;3506;Oberthal;620;BE;01.01.2025
Arni BE;3508;Oberthal;620;BE;01.01.2025
Oberthal;3531;Oberthal;620;BE;01.01.2025
Oppligen;3629;Oppligen;622;BE;01.01.2025
Allmendingen b. Bern;3112;Rubigen;623;BE;01.01.2025
Rubigen;3113;Rubigen;623;BE;01.01.2025
Utzigen;3068;Walkringen;626;BE;01.01.2025
Schafhausen im Emmental;3415;Walkringen;626;BE;01.01.2025
Walkringen;3512;Walkringen;626;BE;01.01.2025
Bigenthal;3513;Walkringen;626;BE;01.01.2025
Utzigen;3068;Worb;627;BE;01.01.2025
Rüfenacht BE;3075;Worb;627;BE;01.01.2025
Vielbringen b. Worb;3075;Worb;627;BE;01.01.2025
Worb;3076;Worb;627;BE;01.01.2025
Enggistein;3077;Worb;627;BE;01.01.2025
Richigen;3078;Worb;627;BE;01.01.2025
Schlosswil;3082;Worb;627;BE;01.01.2025
Rubigen;3113;Worb;627;BE;01.01.2025
Grosshöchstetten;3506;Zäziwil;628;BE;01.01.2025
Oberthal;3531;Zäziwil;628;BE;01.01.2025
Zäziwil;3532;Zäziwil;628;BE;01.01.2025
Bowil;3533;Zäziwil;628;BE;01.01.2025
Oberhünigen;3504;Oberhünigen;629;BE;01.01.2025
Zäziwil;3532;Oberhünigen;629;BE;01.01.2025
Mirchel;3532;Oberhünigen;629;BE;01.01.2025
Bowil;3533;Oberhünigen;629;BE;01.01.2025
Linden;3673;Oberhünigen;629;BE;01.01.2025
Gümligen;3073;Allmendingen;630;BE;01.01.2025
Allmendingen b. Bern;3112;Allmendingen;630;BE;01.01.2025
Wichtrach;3114;Wichtrach;632;BE;01.01.2025
Häutligen;3510;Wichtrach;632;BE;01.01.2025
Laupen BE;3177;Ferenbalm;662;BE;01.01.2025
Gümmenen;3205;Ferenbalm;662;BE;01.01.2025
Rizenbach;3206;Ferenbalm;662;BE;01.01.2025
Ferenbalm;3206;Ferenbalm;662;BE;01.01.2025
Biberen;3206;Ferenbalm;662;BE;01.01.2025
Gammen;3206;Ferenbalm;662;BE;01.01.2025
Wileroltigen;3207;Ferenbalm;662;BE;01.01.2025
Bern;3020;Frauenkappelen;663;BE;01.01.2025
Wohlen b. Bern;3033;Frauenkappelen;663;BE;01.01.2025
Frauenkappelen;3202;Frauenkappelen;663;BE;01.01.2025
Gurbrü;3208;Gurbrü;665;BE;01.01.2025
Kerzers;3210;Gurbrü;665;BE;01.01.2025
Kriechenwil;3179;Kriechenwil;666;BE;01.01.2025
Laupen BE;3177;Laupen;667;BE;01.01.2025
Frauenkappelen;3202;Mühleberg;668;BE;01.01.2025
Mühleberg;3203;Mühleberg;668;BE;01.01.2025
Rosshäusern;3204;Mühleberg;668;BE;01.01.2025
Gümmenen;3205;Mühleberg;668;BE;01.01.2025
Münchenwiler;1797;Münchenwiler;669;BE;01.01.2025
Thörishaus;3174;Neuenegg;670;BE;01.01.2025
Neuenegg;3176;Neuenegg;670;BE;01.01.2025
Laupen BE;3177;Neuenegg;670;BE;01.01.2025
Rosshäusern;3204;Neuenegg;670;BE;01.01.2025
Wileroltigen;3207;Wileroltigen;671;BE;01.01.2025
Belprahon;2744;Belprahon;681;BE;01.01.2025
Champoz;2735;Champoz;683;BE;01.01.2025
Corcelles BE;2747;Corcelles (BE);687;BE;01.01.2025
Champoz;2735;Court;690;BE;01.01.2025
Court;2738;Court;690;BE;01.01.2025
Crémines;2746;Crémines;691;BE;01.01.2025
Gänsbrunnen;4716;Crémines;691;BE;01.01.2025
Eschert;2743;Eschert;692;BE;01.01.2025
Grandval;2745;Grandval;694;BE;01.01.2025
Loveresse;2732;Loveresse;696;BE;01.01.2025
Pontenet;2733;Loveresse;696;BE;01.01.2025
Moutier;2740;Moutier;700;BE;01.01.2025
Perrefitte;2742;Perrefitte;701;BE;01.01.2025
Tavannes;2710;Reconvilier;703;BE;01.01.2025
Reconvilier;2732;Reconvilier;703;BE;01.01.2025
Moutier;2740;Roches (BE);704;BE;01.01.2025
Roches BE;2762;Roches (BE);704;BE;01.01.2025
Le Fuet;2712;Saicourt;706;BE;01.01.2025
Bellelay;2713;Saicourt;706;BE;01.01.2025
Tramelan;2720;Saicourt;706;BE;01.01.2025
Saicourt;2732;Saicourt;706;BE;01.01.2025
Saules BE;2732;Saules (BE);707;BE;01.01.2025
Schelten;2827;Schelten;708;BE;01.01.2025
Seehof;2747;Seehof;709;BE;01.01.2025
Sorvilier;2736;Sorvilier;711;BE;01.01.2025
Tavannes;2710;Tavannes;713;BE;01.01.2025
La Tanne;2720;Tavannes;713;BE;01.01.2025
Rebévelier;2717;Rebévelier;715;BE;01.01.2025
Le Fuet;2712;Petit-Val;716;BE;01.01.2025
Châtelat;2715;Petit-Val;716;BE;01.01.2025
Monible;2715;Petit-Val;716;BE;01.01.2025
Sornetan;2716;Petit-Val;716;BE;01.01.2025
Fornet-Dessous;2717;Petit-Val;716;BE;01.01.2025
Souboz;2748;Petit-Val;716;BE;01.01.2025
Les Ecorcheresses;2748;Petit-Val;716;BE;01.01.2025
Pontenet;2733;Valbirse;717;BE;01.01.2025
Bévilard;2735;Valbirse;717;BE;01.01.2025
Malleray;2735;Valbirse;717;BE;01.01.2025
Ligerz;2514;La Neuveville;723;BE;01.01.2025
La Neuveville;2520;La Neuveville;723;BE;01.01.2025
Lignières;2523;La Neuveville;723;BE;01.01.2025
Nods;2518;Nods;724;BE;01.01.2025
Lignières;2523;Nods;724;BE;01.01.2025
Les Prés-d'Orvin;2534;Nods;724;BE;01.01.2025
Prêles;2515;Plateau de Diesse;726;BE;01.01.2025
Lamboing;2516;Plateau de Diesse;726;BE;01.01.2025
Diesse;2517;Plateau de Diesse;726;BE;01.01.2025
Aegerten;2558;Aegerten;731;BE;01.01.2025
Port;2562;Bellmund;732;BE;01.01.2025
Ipsach;2563;Bellmund;732;BE;01.01.2025
